id_fichier,sentiment,commentaire
173,negatif,"impossible de se dplacer dans le jeu tant quon a pas 
cr son compte bethesda jai donc fais le bon client et jai cr mon 
compte me disant que cela me permettrait enfin de pouvoir redcouvrir 
bordeciel mais ctait sans compter limpossibilit de se connect  
bethesda depuis le jeubordel laisser moi jouer jai plus de  ans si
 par hasard le problme est rgl avant que le jeu ne soit plus 
disponible sur steam quand vous devez rentrer votre adresse mail et 
plus particulirement le  vous devez revenir sur le bureau passer 
votre clavier en anglais et faire shift car videmment le 
copypaste ne fonctionne pasbon jeu  ceux qui en auront le courage"
174,negatif,"bon cela fait depuis tout petit que je joue  ce jeu et
 je dois avouer que bethesda commence srieusement  nous casser les 
bonbon avec leurs mises  jour aussi minables les une que les autres et
 voil quaprs la sortie dun jeu pourris qui n de place quau fond 
des chiottes je parle bien videmment de starfield  quils font bien 
videmment encore une mj skyrim afin de sucer les dernires petites 
pices de leurs fans en dtruisant ainsi dix milles jeux modds bref ne
 soyez pas des pigeons et arrtez dacheter leur bouse pour ma part je 
nest rien achet depuis un moment et je vous le dis franchement je 
sais o ils peuvent se le mettre leur starfield et compagnie leur mods 
payants et leur dcisions  deux balles il va falloir soit commencer  
exiger de la qualit soit continuer de manquer de neurones de mon ct
 tant quil ne sont pas irrprochables pas un seul centime"
175,negatif,"produit reu gratuitementpremirement avant de le tlcharg javoue avoir t 
hyp mon jeu prfr qui refait surface avec une toute nouvelle beaut 
 ans aprs sa sortie cest quand mme cool mme si jai dja plusieurs
 mods graphiques amliorant nettement les graphismes du jeu je me 
disais que ldition spciale allait tre plus optimise je pensais 
galement quil allait sagir seulement dune sorte de dlc  la manire
 des textures hd disponibles gratuitementpuis jai tlcharge ldition spciale et l frustration over -
mon pc qui faisait tourner skyrim avec plus de  mods narrive pas  
faire tourner ledition spciale en bas  pour skyrim de base  
pour les-je nai pas mes mods  cest quand mme beaucoupcest
 certes trs beau mais loptimisation laisse  dsirer en esprant une 
correction dans un futur le plus proche posssible jespre aussi la 
possibilit de retrouver mes mods en enlevant les mods graphiques afin
 davoir un skyrim parfait mme si mon skyrim modd de base lest 
aussi je ne recommande donc pas skyrim special edition pour 
le moment en sprant des changements le plus tt possible enfin si 
comme moi vous avez recu le jeu gratuitement vous pouvez rejouer 
cette folle aventure vanilla avec une ambiance agrbale et nouvelle"
176,negatif,produit reu gratuitementjuste une choserecommande systme dexploitation  windows  version -bitprocesseur  intel i-amd fx-mmoire vive   gb de mmoiregraphiques  nvidia gtx  gb amd r  gbespace disque   gb despace disque disponiblema config est systme dexploitation  windows  version -bitprocesseur  inter core i-hqmmoire vive   gb de mmoiregraphiques  nvidia gtx  gbespace disque  os go data topourquoi fps en bas 
177,negatif,installez un enb sur votre skyrim cest bien mieuxa part a ouais les joueurs console seront bien contents jouer  skyrim sur console troll  part si vous lavez gratuitement ok parfait sinon ne lachetez surtout pas
178,negatif,"ce jeu est excellent dans le gameplay uniquement il y a pas  direseulement le remasteris nest pas digne dun jeu de  les differences sont pas trs nombreuses face aux enormment de bogues nont toujours pas t corrigsde plus jai remarqu que bugdesda na fait que trs peu voire aucune mise  jour en un ans cest une blague le
 jeu nest pas trs optimis puis les graphismes laissent  dsirer en 
 il avait fait certe un carton mais cette resortie en  nest 
pas du tout  la hauteuren cinq ans ils nont pas fait 
beaucoup de choses finalement  ils ont juste repris le jeu original de 
 pour apporter deux trois amliorations pour ensuite le vendre   
eurosen cinq ans le moteur graphique aurait pu tre chang et les bogues corrigsaprs je le conseil pour la gameplay mais ne pas jouer  ce jeu pour autres choses car a ne le vaut pas du toutconclusion graphismes   vomir par terre trs mauvais mauvais corrects bons trs bons beaux  en chialer comme une pucelle qualitprix  il faudrait me payer pour y jouer attendez une promo abordable pas cher  ce prix l cest cadeau configuration pc recommande  lordi de ma grand mre snile entre de gamme milieu de gamme haut de gamme ordinateur  cpu et gpu quantique de la nasa la prise en main avec le temps facile ncessite quelques heures difficile ncessite limplantation dun nouveau bras dure de vie breve plusieurs heures plusieurs dizaines dheures infinie rcurance de bug le jeu est une sorte de gros bugs en phase terminal les bugs gne le gameplay les bugs ne gne pas le gameplay mais sont prsents quelques bugs le jeu est cod  la perfection"
179,negatif,produit reu gratuitementfranchement arriver  faire encore plus bugger que loriginal faut le faireca valait le coup
180,negatif,produit reu gratuitementcest un peu plus jolie mais cest clairement inutile
181,negatif,les modes sont devenu payant si jai bien compris  xd mon dieu mais aller bien tous vous faire enculer
182,negatif,produit reu gratuitementen ayant une bonne config le jeu a des baissse de framerates assez genantes vivement un patch la sa me gonfle heuresement que je l ai eu gratuit sortir un remaster meme pas opti c est genant
183,negatif,"produit reu gratuitementbeaucoup plus gourmand que la version doriginele jeu est injouable  moins de rgler la qualit au minumum autant jouer au jeu normal avec des rglages plus levssecond
 bmol si vous avez achet skyrim mais ne bnficiez pas de la version 
spciale gratuitement il ne vaut pas la peine dtre achet cela 
revient  acheter  fois le mme jeu avec des amliorations graphiques 
mineurestroisime bmol le jeu ne prend pas en charge les formats daffichage  contrairement  ldition standardje
 ne parlerai pas de la jouabilit des changements ventuels dans le 
jeu vu que jai abandonn avant de sortir dhelgen d aux 
ralentissementsen conclusion acheter cette dition est valable
 seulement si vous avez un ordinateur puissant et que vous ne possdez 
pas la version standard"
184,negatif,"lvaluation sera porte sur son passage de la console 
au pc car le jeu en lui mme est connu et donc inutile de le prsenter - ldition anniversairedes
 dlc sympas sont offert des modes apprcis des joueurs sont mis 
doffice mais aucun rajout des lments oublis  la programmation 
dso nazim tu devras attendre ta ferme encore longtemps- la correction des dfautspour
 faire court aucuns des dfauts connues du jeu console nest rsolu et
 depuis que teso soi leur nouvelle machine  fric est sortie je pense
 que lont peut se gratter- linterfacesimplement 
inadapte au clavier sourie le curseur se perd dans les lignes de 
dialogue faisant ainsi partir la camra dans tout les sens et causant 
des slection alatoire en cas dutilisation du clavier pour les choix 
il faut donc tre constamment sur ses gardes- les combats
 seul dfauts rsume tout quand vous avez la comptence charge courir 
 frappe lourde vous utilisez le bouton courir et celui de frapper 
jusque l ok maintenant imaginez aprs votre charge que votre perso ne
 peut plus devenir statique car il continue de courir et taper dans la 
direction du viseur imaginez maintenant faire tout vos combat avec ce
 dfauts- en rsumont se retrouve avec un skyrim 
bof apportant son lot de frustration comme de plaisir valant tout de 
mme le coup ne serait-ce que pour les ajouts mais  en dire que le jeu
 est une russite  non ont y passera de nombreuses heures pour son 
univers addictif mais malheureusement autant de temps  expirer notre 
colre  devoir ce battre contre monstres bugs et dfauts majeurs"
185,negatif,"produit reu gratuitementalors par o commencerles points positifs graphisme 
 oui cest super beau du moins plus que le vanilla original et nen 
dplaise aux rageux au moins l cest pas un mod qui risque de tout 
faire planter  parce que oui avoir des skins en rsolution k pour 
bien se fapper sur lydia cest bien mais  force dajouter des mods le 
jeu naime pas trop or l les graphismes sont beaux sans pour autant 
ajouter un mod donc tout bnf surtout quand comme moi vous lavez eu 
gratospaysage  quelques rajout de verdure etcles points ngatifs profondeur de champ cest quoi ce flou   rien nest net  plus de m on joue quoi  un putin de myope jai
 eu beau enlever les occlusions monter cette profondeur de champ au 
max a reste flou et pourtant je suis en ultra alors oui cest bien 
joli denjoliver tout a mais si on peux pas en profiter  moins dtre
  m du truc je vois pas lintrtles textures  
toujours les mmes aucun changement je le met dans ngatifs puisque 
certaine textures auraient tout de mme pu tre actualisedistance
 daffichage  oui alors en ultra tu vois lherbe apparaitre m devant 
toi alors quand tes en fort ou dans une grotte a drange pas mais 
il ma suffit darriver dans les champs devant blancherive pour 
comprendre le problmeglobalement je recommande pour 
quelquun qui la gratuitement en ayant dj le skyrim de base sinon 
autant acheter lancienne version qui a le mrite au moins de ne pas 
flouter le paysage"
186,negatif,"et voil moi qui voulait rejouer  skyrim depuis tout 
ce temps je suis mont lvl  le cration club est arriv bye  
experience de jeu ruin"
187,negatif,"allez op bethesda vient de dtruire son jeu et  ans 
de travails dune communaut entire pourquoi  clbr ses  ans du 
capitalisme et si vous vous demandez pourquoi - la mise  jour casse skse par consquent une norme partie des mods skyrim script extender- ils obligent pour la e fois les devs dskse  recoder lapplication de zro- les mods sur skse ae devront tre recod- fragmentation de la scne modding abandon de mods  la cl- les fichiers mis  jour sont bourrs derreurs- ils ont oubli le dll qui gre la vido dintro  la sortie day one- le contenu ajout nest pas entirement lore friendly pour un jeu de rle cest un non-sens-
 les mods inclus dans la nouvelle dition sont pour certain obsolte 
depuis des annes  cause dautres mods bien plus volus reprenant 
exactement le mme principe- les devs ont t pay par bethesda pour racheter les droits exclusifs sur le cc creation club-
 ces mmes devs ont t pay pour leurs travails mais ne recevront rien 
sur les ventes et nont plus les droits sur leurs crations- ils ont ajout des armes draugr oubli dans la partie grant les poissons du mod de pche-
 le mode survie est un fork de frostfall mme dev bethesda  interdit
  ce dev dupdate son mod originel hors du mod survie cc depuis et a cest locan de  qui commence  remonter au premier jour de la sortie la liste va grandir cest srla solution pour downgrade httpswwwnexusmodscomskyrimspecialeditionmodstabposts"
188,negatif,produit reu gratuitementau moins on sait pourquoi ctait gratuit cette mise  jour est un gchis de bande passante
189,negatif,"vous mritez cette dshonneur il y a de la raison que 
vous nobtenez aucun prix cette anne sur tga vous nous avez 
embarasss on aime vraiment ce jeu mais sil devient de plus en plus 
difficile  maintenir une bonne ambiance de communaut on en sortira 
sans jeter un coup doeil sur votre club de creation"
190,negatif,"les joueurs qui ont avanc dans le jeu vont se heurter 
 un norme bug sur les sauvegardes qui deviennent impossible  charger 
une fois la qute des sombrage termineje voulais faire un 
 et a tombe  leau mais je ne vais pas recommencer h au risque 
quaucun fix ne soit dit par bethesda du coup je ne recommande pas 
pour le moment mj vous avez fait la mise
  jour pour corriger ce crash mais maintenant ca plante de manire 
hasardeuse soit au bout de  min soit h"
